Make,cc,Age,Gender,DriveStyle,Serviced,Daily_commute,Commute_type,mpg,l_day
Renault,1600,50,female,speedy,no,22,highway,40.949500000499995,3.022014920780205
Hyundai,2000,36,male,rational,yes,28,urban,32.66634,4.821476786196433
Volkswagen,2000,58,male,speedy,no,39,urban,26.45944140294,8.290991357649164
Volkswagen,1300,51,female,rational,yes,36,highway,62.222153846153844,3.2544678620525955
Nissan,1600,51,male,rational,yes,31,highway,53.083275,3.2849329661743742
Peugeot,2000,35,female,rational,yes,44,urban,31.110799999999998,7.955436697224116
Toyota,2000,82,female,rational,yes,34,highway,40.4444,4.7287139875977875
Toyota,1500,42,female,distracted,yes,22,highway,53.92586666666666,2.294817082216574
Skoda,1500,41,female,rational,yes,21,highway,53.92586666666666,2.1905072148430937
Vauxhall,1600,20,male,rational,no,23,urban,36.74922417075,3.52048248417103
Opel,1600,42,male,rational,no,46,highway,47.774416667249994,5.416078689190496
Ford,1500,27,male,nervous,yes,33,urban,45.732876000000005,4.058896274093936
Hyundai,1400,33,male,rational,no,24,urban,41.999113338,3.2143535725039833
Hyundai,2500,70,female,rational,yes,39,urban,24.88864,8.814262249765356
Alfa Romeo,1600,24,male,rational,yes,21,urban,40.832924999999996,2.89288607171786
Volkswagen,1300,63,male,distracted,no,21,urban,45.229814364,2.611662277659486
Ford,1500,27,male,rational,yes,34,rural,50.399944,3.794647073417383
Opel,1500,39,male,speedy,yes,49,urban,39.199608,7.031320313203132
Toyota,1500,26,female,rational,yes,49,highway,53.92586666666666,5.111183501300552
BMW,1400,25,male,rational,yes,21,urban,46.6662,2.5312753127531273
Ford,1500,29,male,rational,no,25,urban,39.1991724488,3.5874481835981955
BMW,2000,63,female,rational,no,31,highway,36.399555556,4.7905804710095286
Peugeot,2400,53,male,rational,no,35,highway,31.849611111500003,6.181394156141327
Ford,1000,31,female,distracted,yes,40,highway,80.8888,2.7815964632928165
Nissan,1500,27,male,slow,yes,49,urban,43.555119999999995,6.328188281882818
Toyota,1500,36,female,nervous,no,39,highway,50.9593777784,4.304899501598425
Renault,1000,58,female,rational,no,36,urban,55.998817783999996,3.6161477690669814
Lexus,1500,23,female,nervous,yes,45,highway,56.622159999999994,4.470422887434884
Volkswagen,1500,32,male,speedy,yes,48,highway,50.95994399999999,5.298278977700605
Kia,2000,35,female,rational,yes,43,highway,40.4444,5.980432396079555
Skoda,1600,47,female,nervous,yes,25,highway,53.083275,2.649139488850302
Ford,1400,66,female,rational,no,28,highway,51.99936508,3.0288831365092506
Mercedes Benz,1600,46,female,rational,yes,24,urban,38.8885,3.4714632860614314
Ford,2000,25,female,speedy,yes,33,highway,36.39996,5.099593516036831
Ford,1600,44,male,rational,yes,22,urban,40.832924999999996,3.0306425513234725
Vauxhall,1300,42,male,nervous,no,36,highway,61.7392461546,3.2799234297892754
Renault,1300,46,female,rational,yes,44,urban,47.86276923076923,5.1710338531956745
Ford,1600,52,female,speedy,yes,38,highway,45.49995,4.697807360227867
Toyota,2000,56,female,speedy,yes,40,urban,27.99972,8.035794643660722
Honda,1500,35,female,distracted,yes,37,urban,41.48106666666666,5.017349280635663
Volkswagen,1600,75,female,speedy,no,48,highway,40.949500000499995,6.593487099884083
Honda,2000,35,male,rational,no,26,urban,29.3993793366,4.974594814589498
Lexus,2000,31,female,rational,no,49,urban,27.999408891999998,9.84395781579345
Nissan,2000,26,female,distracted,no,23,highway,36.399555556,3.554301639781263
Vauxhall,1500,25,male,speedy,yes,49,urban,39.199608,7.031320313203132
Audi,1500,60,female,slow,yes,30,highway,53.92586666666666,3.129296021204419
Hyundai,2000,76,female,rational,yes,28,highway,40.4444,3.894235048609943
Mini,1600,55,female,rational,yes,44,highway,50.555499999999995,4.895609775395358
Ford,1300,50,female,rational,no,30,urban,43.076013679999996,3.91749341648923
Volkswagen,1600,31,male,slow,yes,32,urban,40.832924999999996,4.408207347379596
Toyota,1400,81,male,rational,yes,39,highway,60.6666,3.6160754022806616
Peugeot,1600,48,male,rational,yes,41,rural,47.2499475,4.880957804238831
Nissan,1300,49,female,rational,yes,31,highway,62.222153846153844,2.8024584367675125
Ford,1500,17,female,rational,yes,30,highway,53.92586666666666,3.129296021204419
Peugeot,1600,63,female,speedy,yes,34,highway,45.49995,4.203301322309144
Opel,2000,31,male,rational,yes,47,urban,32.66634,8.093193176829727
Honda,1300,44,male,distracted,no,44,highway,58.799282051999995,4.209235068229571
Volkswagen,2000,26,female,rational,yes,28,urban,31.110799999999998,5.062550625506256
Audi,1600,30,male,slow,yes,41,urban,40.832924999999996,5.648015663830108
Kia,1600,27,male,speedy,yes,23,highway,47.774947499999996,2.7080092552691974
Nissan,2000,22,female,rational,yes,41,highway,40.4444,5.702272749750273
Kia,1600,23,male,rational,yes,42,urban,40.832924999999996,5.78577214343572
Mercedes Benz,1500,62,male,speedy,no,26,highway,45.86344000056,3.1888144456284633
Fiat,2000,29,male,rational,no,39,urban,29.3993793366,7.461892221884246
BMW,1600,36,female,speedy,no,28,highway,40.949500000499995,3.8462008082657153
Skoda,1600,31,female,speedy,yes,25,urban,34.999649999999995,4.017897321830361
Nissan,1300,27,male,rational,no,49,urban,45.229814364,6.093878647872135
Hyundai,1600,51,male,speedy,no,45,highway,42.996975000525,5.887042053467931
Opel,1600,49,male,rational,yes,46,urban,40.832924999999996,6.33679806185817
Audi,1600,48,female,rational,yes,34,urban,38.8885,4.917906321920362
Hyundai,1500,50,female,distracted,no,23,urban,37.33254518933333,3.465474945355857
Dacia,2400,65,male,distracted,yes,20,highway,35.388850000000005,3.1789673866203616
Honda,2000,74,male,rational,yes,25,urban,32.66634,4.304889987675387
Toyota,1400,70,male,rational,yes,20,highway,60.6666,1.854397642195211
Ford,1500,45,female,rational,no,37,highway,48.53274074133333,4.288342195823047
Ford,2000,19,male,rational,yes,20,highway,42.46662,2.6491394888503015
Hyundai,1000,58,female,rational,yes,28,highway,80.8888,1.9471175243049714
Toyota,1600,49,female,rational,yes,27,urban,38.8885,3.9053961968191104
Vauxhall,1400,35,male,rational,yes,32,urban,46.6662,3.8571814289571464
Volkswagen,2000,20,female,speedy,yes,42,urban,27.99972,8.437584375843759
Mazda,2000,32,female,rational,yes,24,highway,40.4444,3.3379157559513795
Renault,2000,53,male,speedy,no,47,highway,34.39758000042001,7.685860458694242
Renault,1600,38,male,distracted,yes,24,highway,53.083275,2.5431739092962897
Opel,2000,48,male,rational,yes,20,highway,42.46662,2.6491394888503015
Audi,1300,68,male,rational,yes,33,urban,50.25590769230769,3.6935956094254823
Honda,2000,67,male,speedy,yes,36,urban,29.399706000000002,6.8878239802806185
Vauxhall,2000,41,male,slow,no,20,urban,29.3993793366,3.826611395838075
Opel,1300,42,female,rational,yes,31,highway,62.222153846153844,2.8024584367675125
Nissan,1600,72,female,rational,yes,37,highway,50.555499999999995,4.11676276567337
Land Rover,2400,35,female,nervous,yes,33,highway,35.388850000000005,5.245296187923596
Nissan,1300,26,male,rational,no,43,rural,52.3378218468,4.621418917814375
Hyundai,1500,52,male,speedy,yes,32,highway,50.95994399999999,3.5321859851337365
Volkswagen,2000,43,female,rational,yes,25,urban,31.110799999999998,4.520134487059157
Nissan,2000,21,male,speedy,yes,31,urban,29.399706000000002,5.931181760797199
Renault,1600,38,male,speedy,no,48,rural,38.2720322254725,7.054759946097078
Nissan,1500,24,male,speedy,yes,26,rural,45.3599496,3.2242099316618282
BMW,1300,29,male,rational,no,20,highway,58.799282051999995,1.9132886673770777
Hyundai,1500,31,female,nervous,no,29,highway,50.9593777784,3.2010791165731876
Nissan,1400,35,female,speedy,yes,26,highway,51.999942857142855,2.812503090662737
Mercedes Benz,2000,58,female,rational,yes,21,highway,40.4444,2.920676286457457
Kia,1600,43,male,rational,yes,43,highway,53.083275,4.556519920822519
BMW,900,25,male,rational,no,36,rural,75.59907600093334,2.678604167033734
Opel,2000,44,female,speedy,yes,36,highway,36.39996,5.563192926585633
Volkswagen,1500,30,male,nervous,yes,40,urban,45.732876000000005,4.919874271629013
Nissan,2000,46,female,rational,yes,42,rural,35.99996,6.562507291674769
Volkswagen,2000,54,female,rational,yes,26,highway,40.4444,3.616075402280661
Opel,2000,62,female,rational,yes,49,highway,40.4444,6.8149113350674
Nissan,1300,25,male,speedy,yes,35,highway,58.79993538461538,3.348217965074687
Toyota,2000,22,male,rational,no,25,highway,38.219533333799994,3.6794012834174574
Volkswagen,1600,36,male,rational,yes,44,highway,53.083275,4.6624855003765315
Nissan,1500,35,female,speedy,no,29,urban,33.599290670399995,4.8550132084695585
Audi,1600,26,female,rational,no,33,highway,45.499444444999995,4.079720143053277
Vauxhall,1500,79,male,rational,yes,47,highway,56.622159999999994,4.669108349098657
Toyota,1000,45,female,rational,yes,21,rural,71.99992,1.6406268229186922
Hyundai,1600,34,female,slow,yes,36,urban,38.8885,5.2071949290921475
Peugeot,2000,27,female,distracted,yes,21,highway,40.4444,2.920676286457457
Volkswagen,1600,57,male,speedy,yes,28,highway,47.774947499999996,3.2967069194581535
Ford,1400,25,male,rational,no,40,urban,41.999113338,5.357255954173306
Toyota,2000,33,male,rational,no,31,highway,38.219533333799994,4.5624575914376475
Mazda,2000,25,female,rational,yes,35,rural,35.99996,5.468756076395641
Hyundai,2400,33,male,distracted,yes,27,urban,27.221950000000003,5.579137424027301
Nissan,2000,43,female,rational,no,41,urban,27.999408891999998,8.236781029541458
Hyundai,1500,54,male,rational,yes,28,highway,56.622159999999994,2.781596463292817
Peugeot,1300,26,male,rational,yes,26,urban,50.25590769230769,2.9101056316685616
BMW,1600,29,female,nervous,no,34,urban,36.74922417075,5.2041914983397835
Ford,1600,35,male,rational,yes,20,urban,40.832924999999996,2.755129592112248
Hyundai,1400,24,male,rational,no,30,urban,41.999113338,4.017941965629979
Toyota,1300,62,female,rational,yes,24,rural,55.38455384615385,2.437502708336342
Toyota,1300,24,male,slow,yes,41,rural,58.15378153846154,3.965778215944049
Skoda,1300,38,male,rational,yes,22,urban,50.25590769230769,2.4623970729503215
Citroen,1300,54,female,speedy,yes,46,highway,55.99993846153846,4.620540791803067
Toyota,1600,29,male,rational,no,21,urban,36.74922417075,3.214353572503984
Ford,2000,23,male,slow,yes,28,urban,32.66634,4.821476786196433
BMW,2000,45,male,rational,no,33,highway,38.219533333799994,4.856809694111044
Vauxhall,2000,39,female,rational,no,32,highway,36.399555556,4.945115324913061
Volvo,1300,38,female,rational,yes,42,urban,47.86276923076923,4.935986859868598
Dacia,2000,51,female,rational,no,43,urban,27.999408891999998,8.638575226104455
Volkswagen,1500,34,male,speedy,yes,34,urban,39.199608,4.878875319365438
Audi,1400,24,male,nervous,no,40,urban,44.0990690049,5.1021485277841006
Toyota,1300,68,male,rational,yes,25,urban,50.25590769230769,2.7981784919890016
Mazda,1300,40,male,rational,yes,32,urban,50.25590769230769,3.5816684697459222
Dacia,1600,49,female,rational,yes,32,highway,50.555499999999995,3.560443473014806
Volkswagen,2000,26,male,rational,yes,45,urban,32.66634,7.748801977815696
Nissan,1500,33,male,rational,no,20,urban,39.1991724488,2.8699585468785567
Renault,1600,52,female,speedy,yes,26,highway,45.49995,3.214289246471699
Opel,2400,46,female,rational,yes,41,highway,33.70366666666667,6.842727299700328
Hyundai,1300,56,female,distracted,no,24,urban,43.076013679999996,3.133994733191384
Volkswagen,1000,22,male,rational,yes,24,urban,65.33268,2.0663471940841855
Toyota,1600,27,male,rational,yes,47,urban,40.832924999999996,6.474554541463782
Mercedes Benz,2000,27,female,rational,no,26,highway,36.399555556,4.017906201491862
Toyota,2400,35,female,speedy,yes,23,highway,30.3333,4.265114577048985
Audi,1500,47,male,nervous,no,44,highway,53.50734666732,4.625533042010517
Lexus,1300,51,male,speedy,no,38,urban,40.7068329276,5.250961193177804
Audi,1300,45,female,rational,yes,30,highway,62.222153846153844,2.712056551710496
Nissan,1600,49,male,rational,yes,31,highway,53.083275,3.2849329661743742
Opel,1300,17,male,rational,yes,25,urban,50.25590769230769,2.7981784919890016
Ford,1300,40,male,nervous,yes,42,highway,68.59992461538462,3.443881335505392
Volkswagen,1600,34,male,speedy,no,45,rural,38.2720322254725,6.61383744946601
Ford,2400,38,male,speedy,yes,20,rural,28.349968500000006,3.968258377429942
Ford,1300,28,male,nervous,yes,48,highway,68.59992461538462,3.9358643834347338
Toyota,1600,49,female,rational,yes,23,highway,50.555499999999995,2.559068746229392
Peugeot,1600,23,male,rational,yes,39,urban,40.832924999999996,5.372502704618883
Ford,2000,31,female,speedy,yes,45,urban,27.99972,9.040268974118312
Opel,1300,27,male,rational,yes,26,urban,50.25590769230769,2.9101056316685616
Kia,2400,69,male,nervous,no,36,highway,33.442091667075005,6.0552432549955855
Toyota,1500,18,male,slow,yes,21,urban,43.555119999999995,2.7120806922354936
Kia,1500,31,male,speedy,no,36,highway,45.86344000056,4.415281540100949
Volkswagen,1300,26,male,rational,yes,21,highway,65.33326153846153,1.8080377011403312
Audi,2000,43,male,slow,yes,25,urban,32.66634,4.304889987675387
Volkswagen,2000,69,female,rational,yes,28,highway,40.4444,3.894235048609943
Ford,1000,47,male,rational,yes,31,highway,84.93324,2.0530831038589836
Peugeot,2000,44,male,rational,yes,27,highway,42.46662,3.576338309947907
Volkswagen,1300,40,female,speedy,yes,44,urban,43.076492307692305,5.7455931702174174
Renault,1500,65,male,rational,yes,25,urban,43.555119999999995,3.22866749075654
Toyota,1600,36,male,rational,no,32,highway,47.774416667249994,3.767706914219476
Opel,2400,33,female,speedy,yes,43,urban,23.3331,10.366175090322331
Ford,1500,37,male,rational,yes,21,urban,43.555119999999995,2.7120806922354936
Ford,1600,53,female,rational,yes,23,highway,50.555499999999995,2.559068746229392
Ford,2000,46,female,distracted,no,25,rural,32.399604000400004,4.340330826212068
Jaguar,1600,51,male,rational,yes,22,highway,53.083275,2.3312427501882658
BMW,2000,37,female,rational,yes,22,rural,35.99996,3.4375038194486884
Mercedes Benz,1300,48,male,rational,yes,45,urban,50.25590769230769,5.036721285580203
All other makes,2000,73,female,speedy,yes,31,highway,36.39996,4.790527242337629
Skoda,2000,64,male,rational,no,28,highway,38.219533333799994,4.120929437427552
Mercedes Benz,1500,57,male,rational,yes,47,rural,50.399944,5.245541542665206
Peugeot,1600,59,female,rational,yes,34,urban,38.8885,4.917906321920362
Nissan,1600,44,male,slow,no,37,urban,36.74922417075,5.663384865840352
Toyota,1500,61,male,speedy,yes,46,highway,50.95994399999999,5.077517353629746
Toyota,1500,31,female,rational,yes,27,urban,41.48106666666666,3.6613089345179164
Volkswagen,1000,25,male,rational,no,40,rural,68.03916840084,3.3069187247330047
Skoda,1500,46,female,speedy,no,49,urban,33.599290670399995,8.203298179827874
Mazda,1300,35,male,speedy,no,38,highway,52.91935384679999,4.03916496446272
Vauxhall,1600,42,female,distracted,yes,46,highway,50.555499999999995,5.118137492458784
Renault,1300,44,female,rational,no,25,highway,55.99931624,2.5111913759324143
Opel,1600,28,female,rational,yes,41,highway,50.555499999999995,4.56181819980022
Dacia,2000,27,male,rational,no,23,highway,38.219533333799994,3.385049180744061
Hyundai,1500,51,male,speedy,yes,37,urban,39.199608,5.309364318132977
Ford,2000,56,female,slow,no,45,urban,27.999408891999998,9.040369422667455
Renault,1300,45,male,rational,yes,22,urban,50.25590769230769,2.4623970729503215
Volkswagen,1600,58,male,rational,yes,40,highway,53.083275,4.238623182160483
Citroen,1300,27,female,rational,no,41,urban,43.076013679999996,5.353907669201948
Ford,1300,75,female,speedy,no,21,highway,50.39938461599999,2.34377861753692
Nissan,2000,27,female,rational,yes,33,urban,31.110799999999998,5.966577522918087
Seat,2400,32,male,speedy,yes,35,highway,31.849965000000005,6.181325473984036
Toyota,1000,25,female,rational,yes,29,highway,80.8888,2.016657435887292
Mazda,1400,26,male,rational,yes,23,urban,46.6662,2.772349152062949
Audi,2000,27,female,rational,yes,29,urban,31.110799999999998,5.243356004988622
Toyota,1600,37,male,rational,yes,31,urban,40.832924999999996,4.270450867773984
Audi,2000,47,female,rational,yes,34,rural,35.99996,5.312505902784337
Toyota,1300,58,male,rational,yes,46,urban,50.25590769230769,5.148648425259763
Hyundai,1600,60,male,speedy,yes,30,highway,47.774947499999996,3.532185985133736
Dacia,900,37,female,rational,yes,22,highway,89.87644444444443,1.3768902493299444
Opel,2000,42,male,rational,yes,24,highway,42.46662,3.178967386620362
Ford,2400,29,female,rational,no,31,highway,30.33296296333333,5.748696565211435
Volkswagen,1000,37,male,rational,no,23,highway,76.43906666759999,1.6925245903720305
Hyundai,2400,49,female,rational,no,24,urban,23.332840743333332,5.78583643050717
Mercedes Benz,2400,22,male,distracted,no,31,urban,24.499482780500003,7.117497196258819
Citroen,1600,46,female,rational,yes,23,urban,38.8885,3.3268189824755385
Citroen,1300,63,female,speedy,no,41,highway,50.39938461599999,4.575948729476845
Ford,1600,23,male,rational,no,47,urban,36.74922417075,7.194029424175583
Hyundai,1300,20,male,speedy,no,48,highway,52.91935384679999,5.102103113005541
Nissan,1600,65,male,speedy,no,25,highway,42.996975000525,3.2705789185932947
Volkswagen,2500,47,female,rational,no,40,highway,29.1196444448,7.726742695176659
Volkswagen,1400,48,male,rational,no,46,highway,54.599333334,4.739068853041684
Peugeot,1400,46,male,rational,no,41,highway,54.599333334,4.22395267336324
Volkswagen,1600,56,male,rational,no,44,highway,47.774416667249994,5.180597007051779
