Make,cc,Age,Gender,DriveStyle,Serviced,distance,Commute_type
Toyota,1600,27,female,speedy,yes,25,urban
Hyundai,2000,32,female,rational,yes,29,highway
BMW,1500,39,male,rational,no,32,urban
Nissan,2400,53,male,rational,yes,31,rural
Smart,1600,52,male,speedy,no,33,highway
Ford,1000,46,female,distracted,yes,33,urban
Audi,1600,40,male,speedy,yes,37,rural
BMW,1500,20,female,rational,yes,31,highway
Nissan,1400,46,male,rational,no,45,urban
Volvo,1300,30,male,rational,no,28,highway
Ford,2000,30,male,speedy,yes,25,urban
Hyundai,1300,49,male,speedy,no,28,highway
Land Rover,2000,34,male,rational,no,49,urban
Honda,2000,69,female,rational,no,29,urban
Nissan,1000,28,male,rational,yes,47,urban
Hyundai,2000,20,male,distracted,no,40,highway
BMW,1600,35,male,rational,yes,44,highway
Nissan,1000,54,female,slow,yes,37,highway
Volkswagen,1600,74,male,speedy,yes,43,highway
Nissan,1600,30,male,rational,yes,40,highway
Opel,1600,56,male,speedy,yes,28,urban
Kia,2000,36,female,rational,yes,42,urban
Nissan,2400,40,male,rational,yes,39,highway
Ford,2400,63,male,rational,yes,45,urban
Volkswagen,1600,40,female,speedy,no,39,highway
Toyota,1500,44,female,rational,no,36,highway
Nissan,1000,30,male,speedy,yes,48,urban
Vauxhall,1400,36,male,rational,yes,31,highway
Lexus,1600,42,male,distracted,yes,44,highway
BMW,1300,31,male,rational,no,40,urban
Skoda,1000,31,female,distracted,yes,33,highway
BMW,1600,29,female,rational,yes,33,highway
Ford,2000,33,male,rational,no,41,highway
BMW,2000,22,male,rational,yes,32,highway
Ford,2400,75,female,speedy,yes,30,urban
Ford,1000,67,female,rational,no,38,highway
Kia,2000,57,female,rational,yes,48,rural
Toyota,1000,27,male,rational,yes,33,rural
Renault,1600,30,male,speedy,yes,35,urban
Lexus,2000,57,female,nervous,no,36,highway
Nissan,1300,35,female,speedy,yes,45,highway
Suzuki,2000,61,female,speedy,yes,40,highway
Toyota,2000,22,male,rational,yes,40,urban
Nissan,2000,28,male,slow,yes,47,highway
Nissan,2000,25,female,speedy,yes,29,highway
Audi,1300,52,male,rational,no,32,urban
Ford,1600,48,male,rational,yes,39,urban
Skoda,1600,61,male,rational,yes,48,urban
Opel,1600,48,male,rational,yes,33,urban
BMW,1400,32,female,nervous,yes,29,highway
Skoda,2400,43,female,rational,no,26,rural
Hyundai,1600,43,male,speedy,yes,31,urban
Ford,1300,51,male,rational,yes,30,rural
Volvo,1000,28,female,rational,yes,40,urban
Nissan,2000,23,female,rational,yes,35,rural
Skoda,1600,47,male,rational,yes,35,highway
Volkswagen,1600,55,female,rational,yes,26,highway
Toyota,2000,29,male,rational,yes,34,highway
Volvo,1400,53,female,rational,yes,49,urban
Mazda,1300,39,male,speedy,yes,36,urban
Volkswagen,2000,56,female,nervous,yes,28,highway
Volkswagen,1600,49,male,speedy,no,33,rural
Hyundai,1400,25,female,rational,no,42,rural
Suzuki,2000,38,male,rational,no,35,urban
Skoda,1000,60,female,rational,no,49,highway
Audi,2000,50,male,rational,no,38,urban
Seat,2000,27,female,rational,yes,43,highway
Hyundai,1000,52,male,rational,yes,37,highway
Volkswagen,2000,53,female,rational,yes,37,urban
Opel,1400,59,female,rational,yes,45,highway
Ford,2000,51,female,rational,yes,26,highway
Peugeot,1400,20,male,rational,yes,36,highway
Renault,1400,21,male,rational,no,25,highway
Ford,1600,83,female,speedy,no,35,highway
BMW,2000,28,male,rational,no,46,highway
Renault,2400,53,male,speedy,yes,43,urban
Nissan,1000,32,male,distracted,yes,33,rural
Audi,2000,31,female,speedy,yes,29,highway
Volkswagen,2400,40,female,rational,yes,42,rural
Audi,1300,54,male,rational,no,44,highway
Fiat,2000,34,male,rational,yes,37,highway
Audi,1600,64,male,rational,yes,48,highway
Mercedes Benz,1300,40,female,speedy,yes,35,highway
Volkswagen,1600,73,male,rational,yes,48,highway
Ford,1600,50,female,slow,no,38,highway
Volkswagen,1500,57,male,rational,no,31,urban
Volkswagen,2000,38,male,rational,no,49,highway
Honda,2000,30,male,rational,no,36,rural
Volkswagen,1500,56,male,speedy,yes,26,rural
Hyundai,2000,62,male,nervous,no,42,urban
Volkswagen,1000,41,male,speedy,yes,45,rural
Seat,1300,39,female,rational,no,26,urban
Volkswagen,2000,58,male,speedy,no,28,urban
Toyota,1500,30,female,speedy,no,34,highway
Peugeot,2400,49,male,rational,yes,43,rural
Ford,1600,35,male,rational,yes,41,urban
Audi,2000,69,male,speedy,yes,28,urban
Nissan,>2400,29,male,rational,yes,27,highway
Ford,1600,59,female,rational,yes,25,highway
Toyota,1500,42,male,rational,yes,46,highway
Audi,2000,56,male,rational,yes,48,highway
BMW,1500,54,female,rational,yes,29,highway
Suzuki,1400,22,female,nervous,yes,44,highway
Opel,1500,49,male,rational,yes,35,highway
Ford,1600,33,male,speedy,yes,33,rural
Skoda,1600,72,male,rational,no,32,highway
Toyota,2000,35,male,speedy,no,30,highway
BMW,2000,16,male,speedy,yes,48,highway
Lexus,2000,35,female,rational,yes,48,highway
Volkswagen,1600,25,female,rational,no,34,highway
Toyota,2000,52,male,rational,yes,30,urban
Nissan,2000,33,male,rational,yes,28,highway
Renault,1600,32,male,rational,yes,37,highway
Volkswagen,1600,66,male,rational,yes,40,urban
Toyota,1300,42,male,rational,yes,28,urban
Volkswagen,2000,42,female,rational,yes,33,highway
Toyota,1300,47,male,speedy,yes,41,urban
Kia,>2400,29,female,rational,yes,41,urban
Suzuki,2000,71,male,speedy,yes,42,urban
Volkswagen,1300,12,female,speedy,no,47,urban
Audi,1000,24,male,rational,yes,28,highway
Toyota,1500,48,female,distracted,yes,35,highway
Suzuki,2000,18,male,nervous,no,27,urban
Audi,1300,53,male,rational,no,35,highway
Skoda,1600,32,male,speedy,yes,49,urban
Kia,1500,22,male,distracted,yes,28,urban
Toyota,>2400,47,male,rational,no,25,highway
Renault,1600,31,male,nervous,no,49,urban
Toyota,2000,51,male,speedy,no,37,highway
Ford,1600,53,female,rational,yes,34,highway
Skoda,1600,73,female,rational,no,35,urban
Renault,1000,37,male,rational,yes,40,highway
Peugeot,1400,39,female,speedy,no,46,urban
Volkswagen,2000,49,male,slow,yes,38,highway
Renault,1600,54,male,rational,yes,40,rural
Volkswagen,1400,28,female,rational,no,36,rural
Vauxhall,2000,38,female,distracted,no,46,highway
BMW,1300,69,male,rational,yes,28,highway
Audi,1300,20,female,rational,no,37,urban
Ford,1500,46,female,rational,yes,30,urban
Volkswagen,2000,29,male,nervous,no,45,highway
Honda,1300,26,male,speedy,yes,49,urban
Skoda,2000,74,female,rational,yes,40,urban
Hyundai,1300,38,female,distracted,yes,49,highway
Vauxhall,2400,22,male,rational,yes,44,urban
Citroen,>2400,32,male,speedy,yes,32,urban
Opel,2000,30,female,rational,yes,28,urban
Porsche,2000,46,male,rational,yes,26,highway
Peugeot,1300,80,male,rational,yes,47,highway
Volkswagen,1500,27,male,rational,yes,41,highway
Opel,1500,30,female,speedy,yes,34,urban
Ford,1300,47,male,rational,no,27,highway
Kia,2000,74,male,nervous,yes,31,highway
Volkswagen,>2400,39,female,rational,yes,27,highway
Mercedes Benz,1000,37,male,speedy,yes,34,highway
Ford,1600,63,female,speedy,yes,36,urban
Renault,2400,52,female,speedy,yes,27,urban
Seat,2000,19,female,speedy,yes,31,rural
Nissan,1000,38,female,speedy,yes,26,highway
Dacia,1600,33,male,rational,yes,31,highway
Seat,2000,38,female,rational,yes,36,urban
Volkswagen,1600,70,male,rational,yes,30,urban
Kia,>2400,50,male,rational,no,36,highway
Peugeot,1600,53,male,speedy,no,33,rural
Renault,1600,24,female,rational,yes,41,urban
Audi,1600,26,male,slow,yes,40,highway
Volkswagen,1300,60,male,rational,yes,34,urban
Honda,1000,27,male,slow,no,30,urban
Ford,1600,28,male,speedy,yes,45,urban
Volkswagen,2000,20,female,rational,yes,43,highway
Toyota,1300,59,female,speedy,yes,27,urban
Toyota,1600,29,female,rational,yes,48,highway
Peugeot,1600,34,male,rational,no,32,urban
Nissan,1600,21,female,rational,yes,35,highway
Peugeot,<900,52,female,rational,no,31,highway
Audi,2000,32,male,speedy,no,45,highway
Nissan,1600,42,male,distracted,yes,27,highway
Opel,1000,27,male,speedy,yes,46,highway
Hyundai,2400,35,male,speedy,yes,26,urban
Peugeot,1600,26,male,distracted,yes,28,urban
Citroen,1300,25,female,rational,no,29,highway
Renault,2000,46,male,nervous,yes,49,urban
Skoda,1400,26,male,speedy,yes,32,urban
Ford,1600,38,male,rational,yes,40,highway
Mazda,2000,50,female,rational,no,26,urban
Volkswagen,1600,63,male,distracted,yes,38,urban
Mazda,1500,33,female,rational,no,26,rural
Opel,1300,25,male,nervous,no,43,highway
Toyota,2000,60,female,rational,yes,27,urban
Skoda,1400,42,male,rational,yes,32,highway
Volkswagen,2000,28,male,rational,yes,44,urban
Volkswagen,1300,36,female,rational,no,39,highway
Toyota,2400,62,male,speedy,yes,27,urban
BMW,1300,40,female,slow,yes,31,highway
Ford,2000,29,male,rational,no,39,urban
Hyundai,2000,56,male,speedy,yes,31,urban
Toyota,1000,61,male,rational,no,26,highway
Nissan,2000,80,male,rational,yes,43,urban
Peugeot,1300,59,male,rational,yes,43,urban
Opel,1500,54,female,rational,no,27,urban
Jaguar,1000,45,female,rational,yes,48,highway
Ford,1600,60,male,rational,no,31,highway
Nissan,1400,36,male,rational,yes,30,urban
Skoda,1300,32,male,slow,no,32,highway
Honda,2400,63,female,rational,no,47,highway
Peugeot,2000,50,female,rational,no,35,urban
Lexus,>2400,44,female,speedy,no,34,rural
Ford,1300,23,male,rational,no,48,highway
Fiat,1600,25,male,rational,no,34,urban
Peugeot,1000,48,female,slow,yes,47,urban
Nissan,2000,60,female,rational,yes,29,urban
Vauxhall,1600,38,female,rational,yes,35,urban
Audi,1500,36,female,rational,yes,40,highway
Mercedes Benz,1600,34,female,rational,no,43,urban
Ford,1400,31,male,rational,yes,26,highway
Volkswagen,1600,29,female,speedy,yes,25,highway
Volkswagen,1300,54,male,rational,no,39,highway
Citroen,1600,52,male,rational,yes,29,urban
Ford,1300,25,female,rational,no,40,highway
Renault,1000,58,female,rational,no,48,highway
Skoda,1600,70,female,speedy,no,41,urban
Ford,1300,32,male,rational,no,28,highway
Hyundai,1000,41,female,rational,no,35,urban
Peugeot,2000,38,female,speedy,no,27,urban
Ford,2000,34,male,rational,no,35,highway
Opel,1600,28,female,speedy,yes,29,highway
Mercedes Benz,1600,46,female,rational,no,25,highway
BMW,1300,44,male,rational,no,39,urban
Ford,2000,34,female,nervous,no,46,highway
Volkswagen,1500,22,female,slow,no,26,highway
Ford,2000,27,female,slow,yes,28,urban
Citroen,1600,24,female,rational,yes,27,highway
Skoda,1300,52,male,distracted,no,25,highway
Audi,1600,54,male,rational,yes,44,urban
Volkswagen,1000,24,female,rational,yes,31,rural
Volkswagen,1600,50,female,speedy,yes,41,highway
Ford,1300,44,female,rational,yes,25,rural
Ford,2000,64,male,rational,no,34,highway
Ford,2000,34,female,nervous,no,25,rural
Volkswagen,1000,62,female,rational,yes,44,highway
Kia,2000,60,female,rational,yes,29,highway
Volkswagen,1300,38,female,rational,yes,42,rural
Audi,1300,33,male,rational,yes,41,highway
Peugeot,1000,64,male,rational,yes,32,highway
Hyundai,1500,33,female,speedy,yes,48,urban
Volkswagen,2000,31,male,rational,no,46,rural
Skoda,1600,20,female,rational,no,43,urban
BMW,2000,41,female,speedy,yes,35,rural
BMW,1600,20,male,speedy,no,28,urban
Vauxhall,1300,50,male,rational,yes,44,highway
BMW,1500,42,female,rational,no,31,rural
Peugeot,1400,26,female,rational,yes,42,urban
Hyundai,2000,57,female,rational,yes,35,urban
Skoda,1600,29,male,rational,yes,30,urban
Hyundai,1500,22,female,rational,yes,40,urban
Land Rover,1300,40,male,rational,no,27,highway
Skoda,2000,33,male,slow,yes,47,urban
Hyundai,1400,52,female,speedy,yes,26,highway
Ford,1600,22,male,speedy,yes,41,urban
Hyundai,1400,34,male,speedy,yes,39,urban
Vauxhall,2000,25,male,speedy,yes,45,urban
Peugeot,1400,30,male,slow,yes,48,highway
Ford,1300,43,male,nervous,yes,44,urban
Kia,1300,48,male,speedy,yes,36,urban
Hyundai,1000,29,female,speedy,yes,38,rural
Ford,1600,22,male,rational,yes,32,urban
Vauxhall,1500,27,male,rational,yes,29,urban
Nissan,1600,29,male,rational,yes,39,highway
Nissan,2000,57,male,rational,no,39,urban
Volkswagen,2000,35,female,speedy,yes,35,highway
Volkswagen,2000,52,female,rational,no,29,highway
Volkswagen,1600,79,male,speedy,no,29,urban
Opel,1400,29,female,rational,yes,25,urban
Lexus,1500,32,female,distracted,yes,39,highway
Seat,1500,38,male,rational,yes,47,highway
Dacia,1300,30,male,rational,no,37,urban
Mercedes Benz,2000,52,male,rational,no,26,urban
Hyundai,1600,59,male,nervous,no,33,highway
Nissan,2000,46,female,rational,yes,48,highway
Renault,<900,48,female,speedy,yes,27,urban
Kia,2000,32,male,rational,no,43,highway
Nissan,1300,28,female,rational,no,30,rural
Volkswagen,1600,58,male,speedy,yes,49,highway
Vauxhall,1600,28,male,speedy,no,31,urban
Volkswagen,1600,34,female,rational,yes,41,rural
Nissan,1500,27,female,rational,yes,30,highway
BMW,2000,84,male,rational,yes,32,urban
Seat,1600,44,female,rational,no,28,urban
Mercedes Benz,1600,38,male,rational,yes,46,urban
Vauxhall,1500,27,female,rational,yes,27,highway
Nissan,2000,30,male,rational,no,25,highway
Volkswagen,1000,24,male,speedy,yes,34,highway
Toyota,1000,25,female,rational,yes,45,highway
Kia,1300,50,female,rational,yes,26,urban
Nissan,2000,38,female,rational,no,45,highway
Ford,1300,25,male,speedy,yes,37,urban
Audi,1600,47,female,rational,no,43,highway
Nissan,1300,60,male,rational,yes,38,highway
BMW,1600,54,female,rational,yes,28,urban
Seat,1600,52,male,rational,yes,28,highway
Volvo,2000,20,male,speedy,yes,34,urban
Ford,1400,28,female,rational,yes,43,highway
Peugeot,1600,22,female,rational,yes,31,highway
Volkswagen,2000,46,female,speedy,no,48,highway
Kia,1600,35,male,rational,yes,26,urban
Toyota,2000,50,male,speedy,no,43,rural
Volkswagen,1000,51,male,nervous,yes,25,urban
Hyundai,1600,63,male,speedy,no,46,urban
Volkswagen,1300,24,female,rational,yes,47,urban
Opel,1600,18,female,rational,yes,40,urban
Audi,1400,54,male,rational,yes,30,highway
Ford,2000,26,female,rational,yes,42,urban
Toyota,1600,21,female,rational,yes,39,urban
Toyota,2000,71,female,rational,yes,31,highway
Hyundai,2400,65,male,distracted,yes,31,urban
Nissan,1400,74,female,rational,yes,42,highway
Toyota,1500,68,female,rational,yes,49,highway
Ford,1400,47,female,nervous,yes,42,highway
Mazda,1500,21,male,rational,yes,47,highway
Ford,1300,30,female,rational,yes,44,highway
Dacia,1300,69,male,rational,yes,49,urban
Ford,2000,19,male,speedy,yes,38,highway
Opel,1600,25,female,speedy,yes,42,highway
Ford,1600,54,male,distracted,yes,40,highway
Skoda,1500,31,male,speedy,yes,31,highway
Volkswagen,1500,57,male,rational,no,31,urban
Opel,1300,47,male,rational,yes,30,highway
Renault,2000,51,male,rational,yes,37,urban
Skoda,1000,27,male,rational,yes,36,highway
Nissan,1300,34,male,rational,no,27,urban
Volkswagen,1300,31,female,rational,yes,49,highway
Nissan,1400,47,male,speedy,yes,26,urban
Honda,2400,43,female,distracted,yes,49,highway
Toyota,1300,48,male,speedy,no,39,urban
Toyota,1600,25,female,rational,yes,49,urban
Renault,1600,55,male,rational,yes,27,urban
Opel,1000,50,female,rational,yes,25,highway
Ford,2000,42,male,rational,yes,41,rural
Opel,2000,43,female,rational,yes,27,highway
Skoda,2400,56,female,speedy,yes,25,highway
Opel,2000,46,male,rational,yes,29,highway
Ford,2000,77,male,rational,no,47,urban
Volkswagen,>2400,49,female,nervous,yes,31,rural
Ford,1400,72,male,rational,yes,47,highway
Toyota,2000,51,male,rational,yes,33,highway
Kia,1000,38,female,rational,yes,39,urban
Volkswagen,1400,23,female,speedy,no,41,highway
Ford,1600,59,female,rational,yes,32,urban
Mercedes Benz,1600,54,female,speedy,yes,44,highway
Volkswagen,1500,71,female,nervous,yes,25,highway
Ford,2400,65,female,rational,no,45,rural
Citroen,1300,43,male,speedy,no,26,urban
Nissan,1600,41,female,rational,yes,41,urban
Audi,2000,59,male,speedy,yes,37,urban
Honda,1400,34,female,rational,yes,46,urban
Volkswagen,2400,24,female,distracted,no,26,urban
Citroen,1500,28,male,rational,yes,39,urban
Skoda,1400,55,male,rational,yes,35,highway
Skoda,2000,23,male,rational,no,46,highway
Volkswagen,1500,28,female,rational,yes,35,highway
Skoda,1600,60,male,rational,yes,28,highway
Hyundai,2000,25,male,speedy,yes,26,urban
Renault,2000,57,male,nervous,yes,35,rural
Land Rover,2000,50,male,rational,no,42,highway
Ford,1300,56,male,rational,yes,48,highway
Ford,1300,62,male,rational,yes,34,rural
Dacia,1300,29,male,nervous,yes,37,highway
Nissan,1400,33,male,rational,no,29,urban
Kia,1500,34,female,speedy,yes,41,rural
Land Rover,1400,73,male,rational,yes,29,highway
Volkswagen,1600,41,male,speedy,no,27,highway
Volkswagen,2000,28,male,slow,yes,41,urban
Seat,1600,62,female,speedy,no,42,urban
Toyota,2000,48,male,speedy,no,46,urban
Land Rover,1500,37,female,speedy,yes,25,highway
Toyota,1500,73,female,rational,no,49,urban
Volkswagen,1600,53,male,rational,no,49,urban
Mitsubishi,1000,43,female,slow,yes,33,highway
Nissan,1300,32,male,speedy,no,33,highway
Skoda,1500,61,male,rational,no,47,urban
Seat,1400,43,female,rational,yes,29,highway
Nissan,1000,38,female,slow,yes,26,rural
Subaru,1600,60,female,rational,no,28,highway
Opel,1500,40,male,speedy,yes,34,highway
BMW,2000,26,male,speedy,no,42,urban
Ford,1300,42,male,nervous,no,37,urban
Peugeot,1300,27,male,distracted,yes,35,urban
Volkswagen,1400,61,male,speedy,no,37,urban
Volkswagen,1400,29,male,speedy,yes,48,highway
Kia,1400,52,male,speedy,yes,33,urban
Audi,<900,41,male,speedy,no,36,urban
Ford,2000,32,male,speedy,yes,40,urban
Dacia,1600,50,female,rational,yes,28,highway
Ford,1400,32,female,speedy,yes,39,rural
Citroen,1600,51,male,rational,yes,42,urban
Volkswagen,1400,28,male,distracted,yes,37,urban
BMW,2000,49,male,speedy,yes,34,urban
Hyundai,2000,36,male,rational,yes,33,urban
Volkswagen,1500,32,male,speedy,yes,39,urban
Dacia,2000,53,female,rational,yes,32,highway
Mercedes Benz,1600,36,male,speedy,no,25,highway
Volkswagen,1600,33,male,speedy,yes,43,highway
Toyota,1600,37,male,speedy,no,34,highway
Hyundai,1600,23,male,distracted,no,35,urban
Vauxhall,2400,33,female,rational,yes,34,highway
BMW,2000,27,male,rational,yes,25,highway
Mini,2000,25,male,rational,yes,42,urban
Renault,1500,80,female,rational,yes,45,highway
Hyundai,1600,74,male,speedy,no,44,highway
Skoda,1600,26,female,nervous,yes,36,highway
Volvo,1300,73,female,speedy,yes,44,urban
Volkswagen,1600,66,female,distracted,yes,49,urban
Skoda,1500,52,male,rational,yes,49,urban
Toyota,1600,41,male,distracted,yes,36,rural
Toyota,1600,33,female,distracted,yes,40,highway
Peugeot,1600,33,male,rational,yes,28,urban
Ford,2000,37,female,speedy,no,28,highway
Ford,2000,21,male,rational,no,40,urban
Ford,1500,43,female,rational,yes,35,highway
Volkswagen,1600,40,male,rational,yes,27,rural
Kia,1500,40,female,rational,yes,35,urban
Opel,1600,27,female,rational,yes,27,urban
BMW,2400,53,female,nervous,yes,28,highway
Toyota,1500,53,male,rational,yes,34,urban
Audi,1400,34,male,rational,yes,36,highway
Mazda,<900,63,female,speedy,yes,27,highway
Ford,2400,64,male,rational,no,25,urban
Ford,1600,22,male,rational,no,45,highway
Hyundai,1300,22,male,rational,yes,35,highway
Ford,1600,30,male,rational,no,25,urban
Volkswagen,1400,48,female,nervous,yes,41,highway
Volkswagen,1600,28,female,nervous,no,43,urban
Toyota,2000,58,female,rational,yes,40,urban
Mazda,1400,48,female,rational,yes,28,urban
Land Rover,1600,28,female,rational,yes,49,highway
Land Rover,2000,32,male,rational,no,45,highway
Hyundai,2000,35,male,rational,yes,43,urban
Kia,1300,37,male,rational,no,38,rural
Audi,1600,45,male,rational,no,29,highway
Kia,1600,39,female,nervous,yes,44,urban
Nissan,1600,26,male,distracted,yes,32,urban
Audi,2000,40,female,rational,yes,33,urban
BMW,1500,40,male,distracted,no,36,urban
Fiat,1500,50,female,rational,yes,33,urban
Toyota,1500,57,male,slow,yes,27,highway
